ensembl	entrez	symbol	genename	E3KO_1	E3KO_2	E3KO_3	E3WT_1	E3WT_2	E3WT_3
ENSMUSG00000056091	20454	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	544.735098236622	496.870304887681	462.86372843819	237.381579359004	234.686744296524	231.902536983513
ENSMUSG00000079450	73061	3110007F17Rik	RIKEN cDNA 3110007F17 gene	118.644955108355	111.841655343722	149.513041874618	19.8645673103769	24.8608839297166	21.082048816683
ENSMUSG00000022833	239839	Ccdc14	coiled-coil domain containing 14	1310.25298250097	1269.6778086152	1302.64356842856	1915.93751708586	2045.55352973708	1979.37013889968
ENSMUSG00000039660	227695	D2Wsu81e	DNA segment, Chr 2, Wayne State University 81, expressed	2291.39517648397	2054.40286578098	2088.70614786518	3407.76652209516	3115.56597407208	3507.8186781092
ENSMUSG00000036466	214058	Megf11	multiple EGF-like-domains 11	134.120384035532	126.509413421587	141.455452791555	24.8307091379712	22.8720132153392	32.7942981592847
ENSMUSG00000024151	17685	Msh2	mutS homolog 2 (E. coli)	22950.0610990031	24232.053079513	21928.2810457187	16477.6585839577	16451.9385493292	16636.0789662314
ENSMUSG00000000934	72960	Top1mt	DNA topoisomerase 1, mitochondrial	478.706601480668	447.366621374886	492.408221742755	227.449295703816	216.786907867128	223.703962443692
ENSMUSG00000020009	15979	Ifngr1	interferon gamma receptor 1	306.4134927581	343.775579949964	350.057481275304	143.024884634714	115.354501433885	132.348417571399
ENSMUSG00000032398	330959	Snapc5	small nuclear RNA activating complex, polypeptide 5	594.256470803587	614.212369510602	572.984112573388	1068.71372129828	1020.29067647557	973.2879203702
ENSMUSG00000020029	71207	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	6673.00495339862	7558.47908449987	6771.95598047673	10263.0287009062	10155.1738676106	10147.4928304301
ENSMUSG00000060260	101631	Pwwp2b	PWWP domain containing 2B	299.191625925417	330.941291631832	266.795727416984	628.71355537343	576.772507169424	623.09166502641
ENSMUSG00000005981	68015	Trap1	TNF receptor-associated protein 1	6320.16517385899	6385.05843827066	6105.86194961017	8858.60379206259	8419.88416931641	8876.71377675782
ENSMUSG00000035575	216987	Utp6	UTP6, small subunit (SSU) processome component, homolog (yeast)	5331.8011130433	5901.93915658098	5547.20243985111	8184.2017318753	8247.84685252277	7767.56376401344
ENSMUSG00000031299	18597	Pdha1	pyruvate dehydrogenase E1 alpha 1	12090.4367731723	13344.9096462177	12232.3155157659	17677.4784495044	17500.0734158061	17847.1255482564
ENSMUSG00000024036	224674	Slc37a1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	356.966560586877	350.19272410903	359.010358034263	703.205682787344	637.433063957933	669.940662396816
ENSMUSG00000051359	52589	Ncald	neurocalcin delta	104.20122144299	121.009004142387	105.643945755718	18.8713389448581	15.9109657150186	17.5683740139025
ENSMUSG00000025155	68730	Dus1l	dihydrouridine synthase 1-like (S. cerevisiae)	2704.07328120869	2579.69195194453	2624.08817805094	3939.14369764775	3663.49985588303	3975.13742687901
ENSMUSG00000027459	73847	Fam110a	family with sequence similarity 110, member A	648.936319679612	599.544611432737	617.748496368184	329.751817352257	276.453029298448	327.942981592847
ENSMUSG00000060098	214572	Prmt7	protein arginine N-methyltransferase 7	2870.17621836038	2829.9605741481	2698.3970551503	4156.66070969637	3901.16990625112	4195.32771451992
ENSMUSG00000044018	28028	Mrpl50	mitochondrial ribosomal protein L50	1883.87554806832	1949.89508947619	1902.48631127883	3136.61517830852	3009.16139085289	2716.07062254933
ENSMUSG00000024413	18145	Npc1	Niemann Pick type C1	1962.28438796601	1884.80691300567	1902.48631127883	2852.55186577013	2776.46351727075	2768.77574459104
ENSMUSG00000093527	---	---	---	64.9968014941424	49.5036835127948	55.507835905547	0.993228365518847	1.98887071437733	1.17122493426017
ENSMUSG00000037188	230824	Grhl3	grainyhead-like 3 (Drosophila)	1390.72521292228	1566.69990969197	1408.28751418428	885.959702042811	879.080855754778	893.644624840508
ENSMUSG00000034931	217207	Dhx8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	4966.58099036193	5274.89249875224	5076.28112232986	7133.36612115636	7107.22949782737	7006.26755674433
ENSMUSG00000025439	12729	Clns1a	chloride channel, nucleotide-sensitive, 1A	4872.69672153705	5324.39618226504	4867.67909384611	7288.3097461773	7090.32409675516	7138.61597431573
ENSMUSG00000027996	20319	Sfrp2	secreted frizzled-related protein 2	295.06484487817	289.688222037836	272.167453472359	95.3499230898093	121.321113577017	85.4994202009923
ENSMUSG00000025949	18711	Pikfyve	phosphoinositide kinase, FYVE finger containing	3191.03344478385	3107.73124274767	3219.45448252172	2042.07751950675	2258.36269617545	2089.46528272014
ENSMUSG00000029484	11745	Anxa3	annexin A3	2240.84210865519	2624.61196105799	2651.84209600371	1453.09309875407	1588.11326543029	1542.50323842064
ENSMUSG00000003865	14936	Gys1	glycogen synthase 1, muscle	1689.9168388477	1752.79709030488	1550.63825465173	2628.08225516287	2502.99379404386	2882.38456321427
ENSMUSG00000021975	210925	Ints9	integrator complex subunit 9	2363.6138448108	2512.77030571427	2419.96258794667	1674.58302426478	1550.32472185713	1603.40693500217
ENSMUSG00000031932	14608	Gpr83	G protein-coupled receptor 83	17.5388194508003	6.41714415906599	9.84816443485511	94.3566947242904	97.4546650044889	90.184319938033
ENSMUSG00000068699	68794	Flnc	filamin C, gamma	5150.22274696442	5792.84770587686	6040.50594926976	3514.04195720568	3514.33455230473	3861.52860825577
ENSMUSG00000047434	268880	Xxylt1	xyloside xylosyltransferase 1	1458.81710020186	1556.61582601344	1425.2979800263	902.844584256632	846.264488967552	954.548321422037
ENSMUSG00000020253	67905	Ppm1m	protein phosphatase 1M	1118.35766380397	1061.57899088549	1151.33995120215	661.490091435552	670.249430745159	659.399637988475
ENSMUSG00000051495	270110	Irf2bp2	interferon regulatory factor 2 binding protein 2	2315.12416750564	2186.41268848177	2090.49672321697	1483.88317808516	1322.59902506092	1326.99785051677
ENSMUSG00000021998	18826	Lcp1	lymphocyte cytosolic protein 1	22.6972957598592	20.1681673570645	30.4397809804612	128.126459151931	119.33224286264	133.519642505659
ENSMUSG00000020246	67933	Hcfc2	host cell factor C2	429.185228913702	436.365802816487	454.806139355127	190.699846179619	220.764649295883	190.909664284407
ENSMUSG00000031209	15203	Heph	hephaestin	34.0459436397889	32.0857207953299	32.2303563322531	147.991026462308	153.143045007054	130.005967702879
ENSMUSG00000016386	77015	Mpped2	metallophosphoesterase domain containing 2	87.6940972540016	95.3404275061233	82.3664661824245	264.198745228013	249.603274654354	238.929886589074
ENSMUSG00000037990	237353	Sh3rf3	SH3 domain containing ring finger 3	176.419889769815	171.429422535049	150.408329550514	43.7020480828293	42.7607203591125	39.8216477648457
ENSMUSG00000031781	109006	Ciapin1	cytokine induced apoptosis inhibitor 1	4048.37220734944	3969.46202982225	3868.53804754626	5632.59806085738	5398.78955417725	5744.85830254613
ENSMUSG00000058486	101240	Wdr91	WD repeat domain 91	1262.79500045762	1237.59208781987	1248.03102019891	733.002533752909	635.444193243555	788.234380757093
ENSMUSG00000038780	75788	Smurf1	SMAD specific E3 ubiquitin protein ligase 1	2339.88485378913	2458.68294780214	2365.35003971702	1481.89672135412	1443.92013863794	1659.62573184666
ENSMUSG00000045975	207781	C2cd2	C2 calcium-dependent domain containing 2	374.505380037677	406.113551780891	385.868988311141	161.896223579572	174.026187508016	178.026190007546
ENSMUSG00000035397	118445	Klf16	Kruppel-like factor 16	1673.40971465871	1626.2876768833	1546.16181627225	2462.21311812122	2375.70606832372	2419.75071418151
ENSMUSG00000022216	19186	Psme1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	1477.38761491447	1637.28849544169	1469.1670761452	945.553403973942	934.769235757343	952.205871553517
ENSMUSG00000039952	13138	Dag1	dystroglycan 1	10696.6164744646	11411.5157845791	10949.3682762071	7779.95778710913	7707.86845356932	8200.9169896897
ENSMUSG00000026043	12825	Col3a1	collagen, type III, alpha 1	138.247165082779	125.59267854172	156.675343281786	29.7968509655654	25.8553192869052	32.7942981592847
ENSMUSG00000026933	227634	Camsap1	calmodulin regulated spectrin-associated protein 1	4896.42571255873	4954.03529079894	5194.45909554812	3549.79817836436	3501.40689266128	3605.0303476528
ENSMUSG00000021245	217716	Mlh3	mutL homolog 3 (E coli)	1737.37482089104	1662.95707207796	1881.89469473322	2789.97847874244	2920.6566440631	2594.26322938627
ENSMUSG00000037373	13016	Ctbp1	C-terminal binding protein 1	3869.888927056	3652.27176138842	3760.20823876286	2615.17028641112	2576.58201047582	2670.39285011318
ENSMUSG00000069890	---	---	---	93.8842688248723	74.2555252691922	86.8429045619041	293.995596193579	245.6255332256	229.560087114993
ENSMUSG00000031226	67683	Pbdc1	polysaccharide biosynthesis domain containing 1	2093.30968621611	2317.50577630269	2217.62757319419	3401.80715190205	3412.90214587149	3159.96487263393
ENSMUSG00000027242	241627	Wdr76	WD repeat domain 76	2253.22245179694	2312.92210190336	2176.44434010298	3182.30368312239	3425.82980551494	3298.16941487663
ENSMUSG00000024851	18739	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1	383.790637393984	355.693133388229	410.937043236227	145.011341365752	131.265467148903	183.882314678846
ENSMUSG00000022197	68070	Pdzd2	PDZ domain containing 2	1247.31957153045	1504.36193786104	1607.04137823317	778.691038566776	839.303441467231	748.412732992248
ENSMUSG00000061244	105504	Exoc5	exocyst complex component 5	1857.05147126121	1931.56039187886	1894.42872219576	1106.456399188	1279.83830470181	1058.78734057119
ENSMUSG00000011958	12175	Bnip2	BCL2/adenovirus E1B interacting protein 2	2593.68188819482	2763.95566279771	2658.10910973498	1837.47247620987	1806.8890440118	1692.42003000594
ENSMUSG00000079575	---	---	---	986.300670292065	1003.82469345389	933.785045959443	1511.69357231968	1557.28576935745	1533.13343894656
ENSMUSG00000026159	15463	Agfg1	ArfGAP with FG repeats 1	5041.89474447419	5047.54224854533	4781.7314769601	6940.6798182457	6909.33686174683	6783.7348192349
ENSMUSG00000025742	110639	Prps2	phosphoribosyl pyrophosphate synthetase 2	3115.71969067159	3312.16312095792	3065.46500226763	2049.03011806538	2222.56302331666	2059.01343442938
ENSMUSG00000087132	319314	A930001C03Rik	RIKEN cDNA A930001C03 gene	205.307357100545	168.679217895449	197.858576372998	61.5801586621685	37.7885435731692	49.1914472389271
ENSMUSG00000032719	226866	Sbspon	somatomedin B and thrombospondin, type 1 domain containing	58.8066299232717	62.3379718309268	56.4031235814429	0.993228365518847	3.97774142875465	1.17122493426017
ENSMUSG00000073139	236848	BC023829	cDNA sequence BC023829	561.24222242561	568.375625517273	585.518140035931	952.506002532574	964.602296473003	988.513844515582
ENSMUSG00000045817	12193	Zfp36l2	zinc finger protein 36, C3H type-like 2	1971.56964532232	2007.64938690779	1854.14077678045	3281.62651967427	3063.85533549827	2805.0837175531
ENSMUSG00000073018	381785	Gm1070	predicted gene 1070	61.901715708707	54.0873579121276	41.1832330912123	197.652444738251	198.887071437733	172.170065336245
ENSMUSG00000028890	17764	Mtf1	metal response element binding transcription factor 1	1013.12474709917	966.238563379365	1011.67507376239	1558.37530549907	1541.37480364243	1558.90038750028
ENSMUSG00000045377	67020	Tmem88	transmembrane protein 88	740.757197980861	759.05648052952	649.083565024541	397.291346207539	357.00229323073	341.997680803969
ENSMUSG00000084123	---	---	---	41.2678104724713	44.0032742335954	46.5549591465878	0	0	0
ENSMUSG00000022704	106248	Qtrtd1	queuine tRNA-ribosyltransferase domain containing 1	2420.35708421044	2537.52214747067	2607.07771220892	3607.40542356445	3677.42195088367	3619.08504686392
ENSMUSG00000000266	23947	Mid2	midline 2	125.866821941038	134.760027340386	176.371672151496	26.8171658690089	32.8163667872259	29.2806233565042
ENSMUSG00000036822	106021	Topors	topoisomerase I binding, arginine/serine-rich	5790.90550454954	6052.28367687909	6192.70485417207	9039.37135458703	9590.33458472746	8254.79333666567
ENSMUSG00000026739	12151	Bmi1	Bmi1 polycomb ring finger oncogene	645.841233894177	735.221373652989	671.465756921939	333.724730814333	373.907694302937	361.908504686392
ENSMUSG00000015243	11303	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	3188.97005426022	2881.29772742063	2726.15097310307	1759.00743533388	1947.1044293754	1817.74109797178
ENSMUSG00000021290	70257	2010107E04Rik	RIKEN cDNA 2010107E04 gene	1429.92963287113	1426.43947307238	1429.77441840578	2199.00760125873	2118.14731081185	2090.6365076544
ENSMUSG00000072762	---	---	---	956.381507699523	812.227103561781	1094.93682762071	407.223629862727	516.111950380916	405.243827254018
ENSMUSG00000044894	22272	Uqcrq	ubiquinol-cytochrome c reductase, complex III subunit VII	2103.62663883423	1944.394680197	1964.26116091565	3138.60163503956	2855.02391048865	3191.58794585896
ENSMUSG00000021037	217737	Ahsa1	AHA1, activator of heat shock protein ATPase 1	8765.28294435292	8867.57649294933	8593.86640092492	11830.343061695	11580.199734462	12051.9045735371
ENSMUSG00000033400	77559	Agl	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	1748.72346877097	1853.6379270902	1883.68527008501	1171.01624294672	1174.42815683981	1211.04658202501
ENSMUSG00000040459	234023	Arglu1	arginine and glutamate rich 1	4147.41495248337	3951.12733222492	4182.78402178573	6413.27555615519	6538.41247351546	5630.07825898863
ENSMUSG00000078661	---	---	---	39.2044199488478	45.8367439933285	46.5549591465878	0	0	0
ENSMUSG00000021981	69008	Cab39l	calcium binding protein 39-like	1054.39255757164	1233.00841342054	1031.3714026321	633.679697201024	617.54435681416	618.406765289369
ENSMUSG00000036181	50708	Hist1h1c	histone cluster 1, H1c	215.624309718663	202.598408450512	218.450192918604	67.5395288552816	69.6104750032064	66.7598212528296
ENSMUSG00000020256	216188	Aldh1l2	aldehyde dehydrogenase 1 family, member L2	182.610061340686	172.346157414915	160.256493985369	51.64787500698	34.8052375016032	45.6777724361466
ENSMUSG00000060417	667384	Gm16050	predicted gene 16050	1.03169526181178	0.91673487986657	0.895287675895919	48.6681899104235	58.6716860741311	44.5065475018864
ENSMUSG00000087318	---	---	---	82.5356209449427	90.7567531067904	76.0994524511531	4.96614182759423	7.9554828575093	11.7122493426017
ENSMUSG00000071856	328949	Mcc	mutated in colorectal cancers	2246.00058496425	2242.33351615363	2243.59091579517	1469.97798096789	1562.25794614339	1410.15482084924
ENSMUSG00000027203	110074	Dut	deoxyuridine triphosphatase	4294.94737492246	4578.17399005365	4043.11914434597	6377.51933499652	6304.72016457612	6121.9927313779
ENSMUSG00000071748	56291	Styx	serine/threonine/tyrosine interaction protein	1145.18174061108	1210.09004142387	1244.44986949533	675.395288552816	732.898858248044	748.412732992248
ENSMUSG00000045667	276829	Smtnl2	smoothelin-like 2	1203.98837053435	1098.24838608015	991.083457216782	1897.066178141	1742.25074579454	1836.48069691994
ENSMUSG00000002603	21803	Tgfb1	transforming growth factor, beta 1	123.803431417414	137.510231979985	117.282685542365	340.677329372964	305.291654656919	304.518482907644
ENSMUSG00000021147	207615	Wdr37	WD repeat domain 37	2205.76446975359	2456.84947804241	2313.42335451505	1540.49719491973	1527.45270864179	1513.22261506414
ENSMUSG00000024097	225027	Srsf7	serine/arginine-rich splicing factor 7	10991.6813193427	11376.6798591441	10814.1798371468	15009.6670597208	15295.4102289188	14685.9894506883
ENSMUSG00000022817	16419	Itgb5	integrin beta 5	3273.56906572879	3273.66025600352	3028.75820755589	2010.29421181015	1814.84452686931	2187.84817719799
ENSMUSG00000004988	108017	Fxyd4	FXYD domain-containing ion transport regulator 4	1.03169526181178	0	0	47.6749615449046	45.7440264306785	42.1640976333661
ENSMUSG00000026102	16329	Inpp1	inositol polyphosphate-1-phosphatase	250.701948620263	242.934743164641	303.502522128716	85.4176394346208	96.4602296473003	93.6979947408135
ENSMUSG00000022210	28200	Dhrs4	dehydrogenase/reductase (SDR family) member 4	1893.16080542462	1794.96689477874	1791.47063946773	1098.51057226384	1110.78429397974	1242.66965525004
ENSMUSG00000057948	70450	Unc13d	unc-13 homolog D (C. elegans)	532.35475509488	422.614779618489	500.465810825819	860.135764539321	935.763671114531	1061.12979043971
ENSMUSG00000033955	228140	Tnks1bp1	tankyrase 1 binding protein 1	1424.77115656207	1430.10641259185	1385.90532228688	2081.8066541275	2110.19182795434	2281.54617193881
ENSMUSG00000068893	100303744	Sprr2a2	small proline-rich protein 2A2	9.28525735630605	10.0840836785323	13.4293151384388	88.3973245311774	86.5158760754136	90.184319938033
ENSMUSG00000046865	14113	Fbl	fibrillarin	7839.85229450774	8026.93060811169	7869.57867112512	10694.0898115414	10481.3486647685	10934.5559862529
ENSMUSG00000026643	18108	Nmt2	N-myristoyltransferase 2	2626.6961365728	2687.86666776878	2634.83163016169	3687.85692117148	3744.04911981531	3812.33716101685
ENSMUSG00000032291	12903	Crabp1	cellular retinoic acid binding protein I	53.6481536142128	58.6710323114605	51.0313975260674	201.625358200326	165.076269293318	207.30681336405
ENSMUSG00000021868	105675	Ppif	peptidylprolyl isomerase F (cyclophilin F)	1809.59348921787	1834.38649461301	1767.29787221854	2673.77075997674	2613.37611869181	2601.29057899183
ENSMUSG00000005374	27368	Tbl2	transducin (beta)-like 2	1505.24338698339	1483.27703562411	1408.28751418428	2257.60807482434	2145.99150081313	2213.61512575172
ENSMUSG00000016257	66390	Slmo2	slowmo homolog 2 (Drosophila)	2199.57429818272	2303.75475310469	2200.61710735217	3254.80935380526	3277.65893729383	3147.08139835707
ENSMUSG00000050812	230249	AI314180	expressed sequence AI314180	3730.61006671141	3970.37876470211	3915.09300669285	2640.00099554909	2758.56368084135	2488.85298530286
ENSMUSG00000083287	---	---	---	4454.86014050328	4765.18790554643	4669.82051747311	3103.8386422464	3351.24715372579	3039.32870440514
ENSMUSG00000044433	69697	Camsap3	calmodulin regulated spectrin-associated protein family, member 3	1786.89619345801	1708.79381607129	1672.39737857358	2565.50886813518	2482.1106515429	2645.79712649372
ENSMUSG00000021606	407785	Ndufs6	NADH dehydrogenase (ubiquinone) Fe-S protein 6	1626.98342787718	1637.28849544169	1597.19321379832	2375.80225032108	2340.90083082211	2482.99686063156
ENSMUSG00000031400	14381	G6pdx	glucose-6-phosphate dehydrogenase X-linked	2437.89590366125	2585.19236122373	2371.61705344829	3655.08038510936	3506.37906944722	3601.51667285002
ENSMUSG00000007050	27756	Lsm2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	2483.29049518096	2304.67148798456	2203.30297037986	3911.33330341322	3639.6334073105	3375.47026053781
ENSMUSG00000028468	242406	Rgp1	RGP1 retrograde golgi transport homolog (S. cerevisiae)	2785.57720689182	2809.79240679104	2990.26083749237	1906.99846179619	1893.40492008721	2000.45218771637
ENSMUSG00000001333	68828	Sync	syncoilin	111.423088275673	132.926557580653	120.863836245949	23.8374807724523	18.8942717865846	25.7669485537237
ENSMUSG00000015748	70767	Prpf3	PRP3 pre-mRNA processing factor 3 homolog (yeast)	4094.79849413097	4116.1396106009	4136.22906263914	5739.86672433342	5616.57089740157	5601.96886056639
ENSMUSG00000091739	---	---	---	44.3628962579067	37.5861300745294	49.2408221742755	0	0	0
ENSMUSG00000032897	18046	Nfyc	nuclear transcription factor-Y gamma	2607.09392659838	2650.28053769425	2558.73217771054	3906.36716158562	3707.25501159933	3634.3109710093
ENSMUSG00000039960	69581	Rhou	ras homolog gene family, member U	1441.27828075106	1523.61337033824	1415.44981559145	871.061276560029	827.370217180967	961.575671027598
ENSMUSG00000086236	100529079	5830418P13Rik	RIKEN cDNA 5830418P13 gene	139.278860344591	120.092269262521	128.921425329012	26.8171658690089	24.8608839297166	28.109398422244
ENSMUSG00000043432	243813	Leng9	leukocyte receptor cluster (LRC) member 9	116.581564584732	121.009004142387	99.376932024447	20.8577956758958	12.9276596434526	21.082048816683
ENSMUSG00000002204	16541	Napsa	napsin A aspartic peptidase	121.74004089379	132.009822700786	112.806247162886	280.090399076315	340.096892158523	324.429306790067
ENSMUSG00000001910	66830	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	11213.4958006323	10975.1499817626	10667.3526582999	14867.6354034516	14898.6305214005	16155.8767431848
ENSMUSG00000060739	59050	Nsa2	NSA2 ribosome biogenesis homolog (S. cerevisiae)	4863.41146418075	4943.95120712041	4668.02994212132	7038.01619806655	6769.12147638323	6556.51718198842
ENSMUSG00000030602	70584	Pak4	p21 protein (Cdc42/Rac)-activated kinase 4	2945.48997247264	2919.80059237503	2661.69026043857	4313.59079144835	4056.30182197255	4597.05786697116
ENSMUSG00000021832	67089	Psmc6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	7407.57197980861	7896.75425517063	7630.53686166091	5290.9275031189	5625.52081561626	5063.20539080671
ENSMUSG00000036985	208884	Zdhhc9	zinc finger, DHHC domain containing 9	706.711254341072	668.29972742273	684.895072060378	339.684101007446	379.874306446069	384.161778437335
ENSMUSG00000041488	20908	Stx3	syntaxin 3	917.177087750676	1043.24429328816	876.486634702104	1550.42947857492	1534.41375614211	1615.11918434477
ENSMUSG00000053565	73830	Eif3k	eukaryotic translation initiation factor 3, subunit K	8634.25764610282	8375.28986246098	8230.37960451118	12448.1311050477	11200.3254280159	12215.8760643336
ENSMUSG00000035184	629059	Fam124a	family with sequence similarity 124, member A	172.293108722568	164.095543496116	170.99994609612	39.7291346207539	52.7050739309991	42.1640976333661
ENSMUSG00000004032	14866	Gstm5	glutathione S-transferase, mu 5	282.684501736429	267.686584921038	264.109864389296	104.288978379479	95.4657942901116	106.581469017675
ENSMUSG00000024900	12894	Cpt1a	carnitine palmitoyltransferase 1a, liver	2510.11457198807	2428.43069676654	2207.77940875934	1343.837978547	1296.74370577402	1591.69468565957
ENSMUSG00000059456	19229	Ptk2b	PTK2 protein tyrosine kinase 2 beta	1447.46845232193	1501.61173322144	1436.93671981295	898.871670794556	965.596731830191	903.01442431459
ENSMUSG00000078032	100124471	Mir291b	microRNA 291b	34.0459436397889	33.0024556751965	25.0680549250857	142.031656269195	121.321113577017	174.512515204765
ENSMUSG00000047370	---	---	---	508.625764073209	416.197635459423	471.816605197149	900.858127525594	802.509333251251	973.2879203702
ENSMUSG00000055116	11865	Arntl	aryl hydrocarbon receptor nuclear translocator-like	661.316662821353	712.303001656325	622.224934747663	1093.54443043625	1147.57840219572	1120.86226208698
ENSMUSG00000007458	17113	M6pr	mannose-6-phosphate receptor, cation dependent	5453.54115393709	5594.83297182568	5367.24961699603	7840.54471740578	7490.08711034501	7392.77178505018
ENSMUSG00000028673	71665	Fuca1	fucosidase, alpha-L- 1, tissue	1137.9598737784	1139.50145567415	1111.94729346273	576.072452000931	604.616697170707	726.159459241304
ENSMUSG00000085460	---	---	---	121.74004089379	146.677580778651	134.293151384388	31.7833076966031	29.8330607156599	19.9108238824229
ENSMUSG00000001053	212706	N4bp3	NEDD4 binding protein 3	1061.61442440433	1080.83042336269	966.015402291696	1638.8268031061	1604.02423114531	1772.06332553563
ENSMUSG00000021477	13039	Ctsl	cathepsin L	5218.314634244	5569.16439518941	5378.88835678268	3616.34447885412	3574.00067373605	3945.85680352251
ENSMUSG00000029090	70693	Gpr125	G protein-coupled receptor 125	1780.70602188714	1877.47303396674	1767.29787221854	2707.54052440438	2581.55418726177	2728.95409682619
ENSMUSG00000017843	26931	Ppp2r5c	protein phosphatase 2, regulatory subunit B', gamma	3810.05060187092	3854.87016983893	3750.360074328	5561.08561854002	5195.92474131076	5278.71077871058
ENSMUSG00000064127	26896	Med14	mediator complex subunit 14	4489.93777940488	4573.59031565432	4574.02473615225	3133.63549321196	3348.26384765423	3168.16344717376
ENSMUSG00000032666	69399	1700025G04Rik	RIKEN cDNA 1700025G04 gene	613.858680778011	577.542974315939	542.544331592927	961.445057822244	1048.13486647685	981.486494910021
ENSMUSG00000045691	105663	Thtpa	thiamine triphosphatase	622.112242872506	598.62787655287	572.984112573388	311.873706772918	233.692308939336	306.860932776164
ENSMUSG00000026490	226751	Cdc42bpa	CDC42 binding protein kinase alpha	2249.09567074969	2017.73347058632	2386.83694393852	1295.16978863658	1436.95909113762	1359.79214867606
ENSMUSG00000025981	67876	Coq10b	coenzyme Q10 homolog B (S. cerevisiae)	1166.84734110913	1253.1765807776	1151.33995120215	753.860329428805	669.25499538797	706.248635358882
ENSMUSG00000023000	13363	Dhh	desert hedgehog	98.0110498721195	105.424511184656	111.91095948699	10.9255120207073	14.9165303578299	22.2532737509432
ENSMUSG00000029066	66448	Mrpl20	mitochondrial ribosomal protein L20	1853.95638547578	1970.06325683326	1820.1198450964	2799.91076239763	2701.8808654816	2912.83641150504
ENSMUSG00000034320	13521	Slc26a2	solute carrier family 26 (sulfate transporter), member 2	3297.29805675046	3479.00886909363	3376.12982580351	2310.24917819684	2416.47791796845	2203.07410134338
ENSMUSG00000057534	217066	Gm15698	transcription elongation factor B (SIII), polypeptide 2 pseudogene	41.2678104724713	64.1714415906599	59.9842742850266	191.693074545137	208.831425009619	182.711089744586
ENSMUSG00000026018	70375	Ica1l	islet cell autoantigen 1-like	99.0427451339312	76.0889950289253	78.7853154788408	10.9255120207073	8.94991821469796	5.85612467130084
ENSMUSG00000032424	---	---	---	2028.31288472197	2084.65511681658	2168.38675101992	3257.78903890182	3154.34895300244	2944.45948473006
ENSMUSG00000083913	---	---	---	44.3628962579067	47.6702137530616	58.1936989332347	0	1.98887071437733	0
ENSMUSG00000074797	16434	Itpa	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	2532.81186774793	2579.69195194453	2506.80549250857	3578.6018009644	3542.17874230602	3661.24914449729
ENSMUSG00000034617	210009	Mtrr	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	2034.50305629284	2174.4951350435	2112.87891511437	3138.60163503956	3081.75517192767	2980.76745769213
ENSMUSG00000040629	98558	Mael	maelstrom homolog (Drosophila)	243.480081787581	297.022101076769	226.507782001667	573.092766904375	590.694602170066	501.284271863352
ENSMUSG00000035245	101351	Eogt	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase	723.21837853006	827.811596519513	773.528551974074	438.013709193811	397.774142875465	429.839550873482
ENSMUSG00000045410	56043	Akr1e1	aldo-keto reductase family 1, member E1	954.3181171759	931.402637944435	942.737922718402	534.35686064914	574.783636455047	559.845518576361
ENSMUSG00000089682	12050	Bcl2l2	BCL2-like 2	609.731899730764	668.29972742273	720.706579096215	319.819533697069	349.046810373221	360.737279752132
ENSMUSG00000008398	13713	Elk3	ELK3, member of ETS oncogene family	1607.38121790276	1754.63056006462	1668.81622786999	1111.42254101559	1049.12930183404	1051.75999096563
ENSMUSG00000025409	110962	Mbd6	methyl-CpG binding domain protein 6	2661.7737754744	2283.58658574763	2607.07771220892	1492.82223337483	1382.26514649224	1657.28328197814
ENSMUSG00000030890	16202	Ilk	integrin linked kinase	2548.28729667511	2602.61032394119	2610.6588629125	1801.71625505119	1773.07824186739	1779.0906751412
ENSMUSG00000025794	67115	Rpl14	ribosomal protein L14	27783.5534005913	29129.2508077603	27252.5568542718	39614.9133587192	36987.0286752751	40197.6109687432
ENSMUSG00000020393	84035	Kremen1	kringle containing transmembrane protein 1	1638.33207575711	1589.61828168863	1609.72724126086	968.397656380876	874.108678968834	1075.18448965083
ENSMUSG00000032263	12040	Bckdhb	branched chain ketoacid dehydrogenase E1, beta polypeptide	747.979064813543	691.218099419394	691.162085791649	1227.63025978129	1119.73421219443	1184.10840853703
ENSMUSG00000084350	---	---	---	3095.08578543535	2690.61687240838	3843.46999262118	344.65024283504	442.523733948955	221.361512575172
ENSMUSG00000021681	66549	Aggf1	angiogenic factor with G patch and FHA domains 1	2779.38703532095	2948.21937365089	2852.3865354044	4058.33110151001	3999.6190066128	4053.60949747444
